Node	Weight
-0.9998248879471319	0.0004493809603166
-0.9990774599773758	0.0010458126793390
-0.9977332486255139	0.0016425030186705
-0.9957927585349813	0.0022382884309608
-0.9932571129002129	0.0028327514714570
-0.9901278184917344	0.0034255260409127
-0.9864067427245862	0.0040162549837372
-0.9820961084357185	0.0046045842567034
-0.9771984914639074	0.0051901618326764
-0.9717168187471366	0.0057726375428659
-0.9656543664319652	0.0063516631617075
-0.9590147578536999	0.0069268925668978
-0.9518019613412644	0.0074979819256341
-0.9440202878302202	0.0080645898904859
-0.9356743882779164	0.0086263777986156
-0.9267692508789478	0.0091830098716602
-0.9173101980809606	0.0097341534150065
-0.9073028834017569	0.0102794790158316
-0.8967532880491582	0.0108186607395027
-0.8856677173453973	0.0113513763240800
-0.8740527969580318	0.0118773073727398
-0.8619154689395485	0.0123961395439510
-0.8492629875779689	0.0129075627392667
-0.8361029150609068	0.0134112712886158
-0.8224431169556439	0.0139069641329516
-0.8082917575079136	0.0143943450041670
-0.7936572947621934	0.0148731226021468
-0.7785484755064118	0.0153430107688652
-0.7629743300440948	0.0158037286593989
-0.7469441667970620	0.0162550009097848
-0.7304675667419088	0.0166965578015886
-0.7135543776835874	0.0171281354231111
-0.6962147083695144	0.0175494758271170
-0.6784589224477192	0.0179603271850086
-0.6602976322726459	0.0183604439373310
-0.6417416925623074	0.0187495869405445
-0.6228021939105849	0.0191275236099505
-0.6034904561585486	0.0194940280587062
-0.5838180216287631	0.0198488812328304
-0.5637966482266181	0.0201918710421295
-0.5434383024128102	0.0205227924869598
-0.5227551520511755	0.0208414477807509
-0.5017595591361445	0.0211476464682210
-0.4804640724041720	0.0214412055392080
-0.4588814198335521	0.0217219495380517
-0.4370245010371041	0.0219897106684601
-0.4149063795522750	0.0222443288937993
-0.3925402750332674	0.0224856520327445
-0.3699395553498591	0.0227135358502359
-0.3471177285976355	0.0229278441436864
-0.3240884350244133	0.0231284488243866
-0.3008654388776772	0.0233152299940622
-0.2774626201779044	0.0234880760165354
-0.2538939664226943	0.0236468835844471
-0.2301735642266600	0.0237915577810029
-0.2063155909020792	0.0239220121367029
-0.1823343059853371	0.0240381686810236
-0.1582440427142249	0.0241399579890187
-0.1340591994611878	0.0242273192228147
-0.1097942311276437	0.0243002001679713
-0.0854636405045155	0.0243585572646901
-0.0610819696041395	0.0244023556338491
-0.0366637909687335	0.0244315690978495
-0.0122236989606158	0.0244461801962620
0.0122236989606158	0.0244461801962620
0.0366637909687335	0.0244315690978495
0.0610819696041395	0.0244023556338491
0.0854636405045155	0.0243585572646901
0.1097942311276437	0.0243002001679713
0.1340591994611878	0.0242273192228147
0.1582440427142249	0.0241399579890187
0.1823343059853371	0.0240381686810236
0.2063155909020792	0.0239220121367029
0.2301735642266600	0.0237915577810029
0.2538939664226943	0.0236468835844471
0.2774626201779044	0.0234880760165354
0.3008654388776772	0.0233152299940622
0.3240884350244133	0.0231284488243866
0.3471177285976355	0.0229278441436864
0.3699395553498591	0.0227135358502359
0.3925402750332674	0.0224856520327445
0.4149063795522750	0.0222443288937993
0.4370245010371041	0.0219897106684601
0.4588814198335521	0.0217219495380517
0.4804640724041720	0.0214412055392080
0.5017595591361445	0.0211476464682210
0.5227551520511755	0.0208414477807509
0.5434383024128102	0.0205227924869598
0.5637966482266181	0.0201918710421295
0.5838180216287631	0.0198488812328304
0.6034904561585486	0.0194940280587062
0.6228021939105849	0.0191275236099505
0.6417416925623074	0.0187495869405445
0.6602976322726459	0.0183604439373310
0.6784589224477192	0.0179603271850086
0.6962147083695144	0.0175494758271170
0.7135543776835874	0.0171281354231111
0.7304675667419088	0.0166965578015886
0.7469441667970620	0.0162550009097848
0.7629743300440948	0.0158037286593989
0.7785484755064118	0.0153430107688652
0.7936572947621934	0.0148731226021468
0.8082917575079136	0.0143943450041670
0.8224431169556439	0.0139069641329516
0.8361029150609068	0.0134112712886158
0.8492629875779689	0.0129075627392667
0.8619154689395485	0.0123961395439510
0.8740527969580318	0.0118773073727398
0.8856677173453973	0.0113513763240800
0.8967532880491582	0.0108186607395027
0.9073028834017569	0.0102794790158316
0.9173101980809606	0.0097341534150065
0.9267692508789478	0.0091830098716602
0.9356743882779164	0.0086263777986156
0.9440202878302202	0.0080645898904859
0.9518019613412644	0.0074979819256341
0.9590147578536999	0.0069268925668978
0.9656543664319652	0.0063516631617075
0.9717168187471366	0.0057726375428659
0.9771984914639074	0.0051901618326764
0.9820961084357185	0.0046045842567034
0.9864067427245862	0.0040162549837372
0.9901278184917344	0.0034255260409127
0.9932571129002129	0.0028327514714570
0.9957927585349813	0.0022382884309608
0.9977332486255139	0.0016425030186705
0.9990774599773758	0.0010458126793390
0.9998248879471319	0.0004493809603166
